asin,review_count,fake_count,real_count,fake_rate
B0797YXB1P,1,1,0,1.0
B0798C8T9D,1,1,0,1.0
B0798KPV22,1,1,0,1.0
B0798MCP8W,1,1,0,1.0
B0798YH4DK,1,1,0,1.0
B0798ZPL5H,1,1,0,1.0
B0799D2DMF,1,1,0,1.0
B0799NCDVR,1,1,0,1.0
B0799P44HV,1,1,0,1.0
B079C5NW1L,1,1,0,1.0
B079C5X51D,1,1,0,1.0
B079DFSWPC,1,1,0,1.0
B079DGTY9G,1,1,0,1.0
B079DN84LH,1,1,0,1.0
B079DS8781,1,1,0,1.0
B079G4HXLC,1,1,0,1.0
B079H19Z65,1,1,0,1.0
B079J2QXT8,1,1,0,1.0
B079JQBTWF,1,1,0,1.0
B079K6PR88,1,1,0,1.0
B079KKGLGH,1,1,0,1.0
B079KM6HPF,1,1,0,1.0
B079KRPP7D,1,1,0,1.0
B079KRVN3G,1,1,0,1.0
B079KTYVQ4,1,1,0,1.0
B079L6WR5D,1,1,0,1.0
B079LFDTKQ,1,1,0,1.0
B079M7366N,1,1,0,1.0
B079MF6QN3,1,1,0,1.0
B079MKN226,1,1,0,1.0
B079NJ32QK,1,1,0,1.0
B079NN766G,1,1,0,1.0
B079NWPDWG,1,1,0,1.0
B079P669ZB,1,1,0,1.0
B079PB7WC8,1,1,0,1.0
B079PZ3PHD,1,1,0,1.0
B079Q4W3K4,1,1,0,1.0
B079Q83WRN,1,1,0,1.0
B079QWHHWZ,1,1,0,1.0
B079RBNFN3,1,1,0,1.0
B079RDJQ8Z,1,1,0,1.0
B079RWGHQN,1,1,0,1.0
B079T4SZCG,1,1,0,1.0
B079TXCJCW,1,1,0,1.0
B079TY6SQW,1,1,0,1.0
B079VFQGNR,1,1,0,1.0
B079VMQYY6,1,1,0,1.0
B079VQY9WW,1,1,0,1.0
B079XRH228,1,1,0,1.0
B079Y1FXH6,1,1,0,1.0
B079Y53VFK,1,1,0,1.0
B079Y73XN1,1,1,0,1.0
B079YB263C,1,1,0,1.0
B079YV527T,1,1,0,1.0
B07B11293P,1,1,0,1.0
B07B1KG31J,1,1,0,1.0
B07B1LH7X1,1,1,0,1.0
B07B1YTSCG,1,1,0,1.0
B07B3K31WL,1,1,0,1.0
B07B3P1STJ,1,1,0,1.0
B07B3XZF9J,1,1,0,1.0
B07B3YPYV9,1,1,0,1.0
B07B4XQLMX,1,1,0,1.0
B07B64GHQR,1,1,0,1.0
B07B6BY9J6,1,1,0,1.0
B07B6F7NJ5,1,1,0,1.0
B07B887BPP,1,1,0,1.0
B07B8C4YYB,1,1,0,1.0
B07B8JZXQD,1,1,0,1.0
B07B9VW5ZL,1,1,0,1.0
B07BB82KWT,1,1,0,1.0
B07BBKCLW2,1,1,0,1.0
B07BD2ZDP9,1,1,0,1.0
B07BDGSMB5,1,1,0,1.0
B07BDR6MDB,1,1,0,1.0
B07BF4T557,1,1,0,1.0
B07BF63KN4,1,1,0,1.0
B07BF6XRXF,1,1,0,1.0
B07BF9MXD9,1,1,0,1.0
B07BFCX1PR,1,1,0,1.0
B07BFR1MNH,1,1,0,1.0
B07BFRZ3RV,1,1,0,1.0
B07BFTMG48,1,1,0,1.0
B07BFZ4G64,1,1,0,1.0
B07BGDKWXF,1,1,0,1.0
B07BGV2TR3,1,1,0,1.0
B07BH2LR52,1,1,0,1.0
B07BH5V9HH,1,1,0,1.0
B07BHN92B5,1,1,0,1.0
B07BJ9MBFV,1,1,0,1.0
B07BK7G2YH,1,1,0,1.0
B07BK9FM9Y,1,1,0,1.0
B07BKZZ4MG,1,1,0,1.0
B07BL1BPNG,1,1,0,1.0
B07BM93Y4R,1,1,0,1.0
B07BMLC2TW,1,1,0,1.0
B07BNBWCGV,1,1,0,1.0
B07BNC86QJ,1,1,0,1.0
B07BNGN3LZ,1,1,0,1.0
B07BP6T6NM,1,1,0,1.0
B07BPH74TW,1,1,0,1.0
B07BPSDY6S,1,1,0,1.0
B07BQQHF5S,1,1,0,1.0
B07BRT1HW5,1,1,0,1.0
B07BRYV8TF,1,1,0,1.0
B07BS98LXY,1,1,0,1.0
B07BSKJC26,1,1,0,1.0
B07BT2DNH2,1,1,0,1.0
B07BX3VVKD,1,1,0,1.0
B07BXQ6NP6,1,1,0,1.0
B07BXW9NMM,1,1,0,1.0
B07BXY7H9N,1,1,0,1.0
B07BY1M4H4,1,1,0,1.0
B07BYBT8PF,1,1,0,1.0
B07BYV9KSR,1,1,0,1.0
B07C16V663,1,1,0,1.0
B07C21PW82,1,1,0,1.0
B07C37M53T,1,1,0,1.0
B07C3B6B2J,1,1,0,1.0
B07C46B793,1,1,0,1.0
B07C4NR6T8,1,1,0,1.0
B07C4Z3GHS,1,1,0,1.0
B07C57LVQ4,1,1,0,1.0
B07C6432YQ,1,1,0,1.0
B07C6Z91GG,1,1,0,1.0
B07C7N5753,1,1,0,1.0
B07C7R45L4,1,1,0,1.0
B07C911FF5,1,1,0,1.0
B07C9R47XC,1,1,0,1.0
B07C9WMWPS,1,1,0,1.0
B07C9XMBGN,1,1,0,1.0
B07CBD4PWP,1,1,0,1.0
B07CCFXL3C,1,1,0,1.0
B07CCN9JPX,1,1,0,1.0
B07CDYN5W8,1,1,0,1.0
B07CGYWFN1,1,1,0,1.0
B07CH2P3FH,1,1,0,1.0
B07CHVNTKY,1,1,0,1.0
B07CHWKN1C,1,1,0,1.0
B07CJ1R3NK,1,1,0,1.0
B07CJK65QX,1,1,0,1.0
B07CJPCDQ9,1,1,0,1.0
B07CJTXZ3F,1,1,0,1.0
B07CJYFGS9,1,1,0,1.0
B07CK66KTC,1,1,0,1.0
B07CKB174D,1,1,0,1.0
B07CKQCFVD,1,1,0,1.0
B07CKTQ27P,1,1,0,1.0
B07CL24JTX,1,1,0,1.0
B07CLG4QG3,1,1,0,1.0
B07CLHZ5WC,1,1,0,1.0
B07CMBRHHT,1,1,0,1.0
B07CMDR2QL,1,1,0,1.0
B07CMFBWDC,1,1,0,1.0
B07CN2VSL1,1,1,0,1.0
B07CPM1W33,1,1,0,1.0
B07CPM2897,1,1,0,1.0
B07CPR9DZ6,1,1,0,1.0
B07CQ8BYCS,1,1,0,1.0
B07CQXM44Z,1,1,0,1.0
B07CR1Z1FX,1,1,0,1.0
B07CR7SLX7,1,1,0,1.0
B07CRB7JF4,1,1,0,1.0
B07CRLT94F,1,1,0,1.0
B07CSGTLKB,1,1,0,1.0
B07CT3NTSG,1,1,0,1.0
B07CT4P342,1,1,0,1.0
B07CT5BP88,1,1,0,1.0
B07CT715Y4,1,1,0,1.0
B07CTQQLLJ,1,1,0,1.0
B07CTV5B7T,1,1,0,1.0
B07CTYFHH8,1,1,0,1.0
B07CV1G52T,1,1,0,1.0
B07CV988JX,1,1,0,1.0
B07CV9J1QH,1,1,0,1.0
B07CVBJL2W,1,1,0,1.0
B07CVMW54N,1,1,0,1.0
B07CWHQ7TF,1,1,0,1.0
B07CWL2MFQ,1,1,0,1.0
B07CXCVK2P,1,1,0,1.0
B07CXFT3RD,1,1,0,1.0
B07CXJF45G,1,1,0,1.0
B07CXJJZJT,1,1,0,1.0
B07CXZPQKN,1,1,0,1.0
B07CYKG6LH,1,1,0,1.0
B07CYNVZ64,1,1,0,1.0
B07CZ51ZLS,1,1,0,1.0
B07CZ683XK,1,1,0,1.0
B07CZ8FRYR,1,1,0,1.0
B07CZP15T7,1,1,0,1.0
B07CZV79XM,1,1,0,1.0
B07CZW8S2P,1,1,0,1.0
B07D17XV77,1,1,0,1.0
B07D1TH7T5,1,1,0,1.0
B07D25LRMT,1,1,0,1.0
B07D2BSG7H,1,1,0,1.0
B07D33K512,1,1,0,1.0
B07D3NFGLZ,1,1,0,1.0
B07D3NZMYS,1,1,0,1.0
B07D3PN9QD,1,1,0,1.0
B07D3ZXDRF,1,1,0,1.0
B07D4CF4GF,1,1,0,1.0
B07D4CK8TS,1,1,0,1.0
B07D4DV24B,1,1,0,1.0
B07D4LCMRW,1,1,0,1.0
B07D4PPY9Q,1,1,0,1.0
B07D53PS8S,1,1,0,1.0
B07D556PW1,1,1,0,1.0
B07D5RQPJL,1,1,0,1.0
B07D5WT6WM,1,1,0,1.0
B07D5YFH12,1,1,0,1.0
B07D65QXZD,1,1,0,1.0
B07D6JQ27R,1,1,0,1.0
B07D6KYSJH,1,1,0,1.0
B07D6R962V,1,1,0,1.0
B07D7R6J6N,1,1,0,1.0
B07D7RWDS1,1,1,0,1.0
B07D8D67K3,1,1,0,1.0
B07D8NHF4X,1,1,0,1.0
B07D8WTQBS,1,1,0,1.0
B07D9238F6,1,1,0,1.0
B07D94H72S,1,1,0,1.0
B07D963WVB,1,1,0,1.0
B07D9DC4TG,1,1,0,1.0
B07D9HCGNV,1,1,0,1.0
B07DB2MYP4,1,1,0,1.0
B07DB91ZTP,1,1,0,1.0
B07DC1V7VV,1,1,0,1.0
B07DC5DBTW,1,1,0,1.0
B07DC67HFS,1,1,0,1.0
B07DD6SZ4Y,1,1,0,1.0
B07DDCYVBB,1,1,0,1.0
B07DDJ39BD,1,1,0,1.0
B07DF9RYWX,1,1,0,1.0
B07DFDG1SZ,1,1,0,1.0
B07DGGFGP1,1,1,0,1.0
B07DGT7FM8,1,1,0,1.0
B07DH15ZC7,1,1,0,1.0
B07DHX3S9N,1,1,0,1.0
B07DJ8BX7H,1,1,0,1.0
B07DJDG96Z,1,1,0,1.0
B07DJNBPT5,1,1,0,1.0
B07DKRPB81,1,1,0,1.0
B07DKZNJFS,1,1,0,1.0
B07DL5Z1XZ,1,1,0,1.0
B07DLG7YG8,1,1,0,1.0
B07DLS3Z7Q,1,1,0,1.0
B07DM3K848,1,1,0,1.0
B07DMBQ634,1,1,0,1.0
B07DMDDB2N,1,1,0,1.0
B07DMPHZ73,1,1,0,1.0
B07DMT383B,1,1,0,1.0
B07DMTQ6F3,1,1,0,1.0
B07DN7Y3XV,1,1,0,1.0
B07DN9Z28R,1,1,0,1.0
B07DNGSYK8,1,1,0,1.0
B07DNP64CP,1,1,0,1.0
B07DNQZVL2,1,1,0,1.0
B07DNX2SQW,1,1,0,1.0
B07DNX4H7G,1,1,0,1.0
B07DP6WT8R,1,1,0,1.0
B07DP8BWVS,1,1,0,1.0
B07DP93T3D,1,1,0,1.0
B07DP9X7GW,1,1,0,1.0
B07DPBBH6X,1,1,0,1.0
B07DPD2YK4,1,1,0,1.0
B07DPG8PGG,1,1,0,1.0
B07DPMCJXV,1,1,0,1.0
B07DQBC6YD,1,1,0,1.0
B07DQDR2B8,1,1,0,1.0
B07DQPLZ4T,1,1,0,1.0
B07DRB9C7S,1,1,0,1.0
B07DRD4R2T,1,1,0,1.0
B07DRK5VKV,1,1,0,1.0
B07DRM9W73,1,1,0,1.0
B07DRPDHCV,1,1,0,1.0
B07DSC4X3K,1,1,0,1.0
B07DTL4LNH,1,1,0,1.0
B07DTNFBDZ,1,1,0,1.0
B07DVS7PKJ,1,1,0,1.0
B07DW3RW8M,1,1,0,1.0
B07DW4TFQ7,1,1,0,1.0
B07DWBFTW2,1,1,0,1.0
B07DWSKTD8,1,1,0,1.0
B07DWSXJ8D,1,1,0,1.0
B07DWX9SF7,1,1,0,1.0
B07DXCVK8G,1,1,0,1.0
B07DXSM8VR,1,1,0,1.0
B07DXV6SGG,1,1,0,1.0
B07DZC5QYV,1,1,0,1.0
B07F13DF9L,1,1,0,1.0
B07F19DW3X,1,1,0,1.0
B07F1BXDT1,1,1,0,1.0
B07F1TKYPJ,1,1,0,1.0
B07F2BPF7T,1,1,0,1.0
B07F2HZXXP,1,1,0,1.0
B07F2N8YV9,1,1,0,1.0
B07F2RQX2Y,1,1,0,1.0
B07F2WD19S,1,1,0,1.0
B07F2X9N4Q,1,1,0,1.0
B07F32XJ7Q,1,1,0,1.0
B07F39LWVC,1,1,0,1.0
B07F3C1QG4,1,1,0,1.0
B07F3FDYT4,1,1,0,1.0
B07F4HTWHK,1,1,0,1.0
B07F5KCFMM,1,1,0,1.0
B07F5VKPM4,1,1,0,1.0
B07F6KQGJT,1,1,0,1.0
B07F6TJBR4,1,1,0,1.0
B07F74DG3X,1,1,0,1.0
B07F75L93V,1,1,0,1.0
B07F7TLHXL,1,1,0,1.0
B07F7V31JK,1,1,0,1.0
B07F8F7V98,1,1,0,1.0
B07F8R85R3,1,1,0,1.0
B07F97PSXZ,1,1,0,1.0
B07F97WT3C,1,1,0,1.0
B07F9ZY9BG,1,1,0,1.0
B07FBSJK6L,1,1,0,1.0
B07FBTJRN4,1,1,0,1.0
B07FCN27MJ,1,1,0,1.0
B07FCNCGZK,1,1,0,1.0
B07FCRC8NC,1,1,0,1.0
B07FCXYTZK,1,1,0,1.0
B07FDHD44F,1,1,0,1.0
B07FF8HK4S,1,1,0,1.0
B07FGVR5JJ,1,1,0,1.0
B07FHZ54XT,1,1,0,1.0
B07FKNYNNM,1,1,0,1.0
B07FKWLS68,1,1,0,1.0
B07FL1QPHX,1,1,0,1.0
B07FL7V3J6,1,1,0,1.0
B07FLJ94R2,1,1,0,1.0
B07FLJFBS4,1,1,0,1.0
B07FLN6G1V,1,1,0,1.0
B07FLW6D6W,1,1,0,1.0
B07FMJS89W,1,1,0,1.0
B07FMKN8X7,1,1,0,1.0
B07FMKWTTB,1,1,0,1.0
B07FMQVSS3,1,1,0,1.0
B07FMWYJC3,1,1,0,1.0
B07FND29MC,1,1,0,1.0
B07FNYBZJD,1,1,0,1.0
B07FNZTTD2,1,1,0,1.0
B07FP1QXDZ,1,1,0,1.0
B07FP5KQGH,1,1,0,1.0
B07FPT37R7,1,1,0,1.0
B07FPWYJ99,1,1,0,1.0
B07FR4D2LM,1,1,0,1.0
B07FRC49R4,1,1,0,1.0
B07FSHBFTJ,1,1,0,1.0
B07FT7FSYQ,1,1,0,1.0
B07FT7LYMJ,1,1,0,1.0
B07FV68FPV,1,1,0,1.0
B07FVQL94C,1,1,0,1.0
B07FVR2FV7,1,1,0,1.0
B07FVRXDZW,1,1,0,1.0
B07FVW7CX4,1,1,0,1.0
B07FVZQ5JD,1,1,0,1.0
B07FW1HL3Q,1,1,0,1.0
B07FWCG4G4,1,1,0,1.0
B07FX56BD7,1,1,0,1.0
B07FXPVP9G,1,1,0,1.0
B07FY1TC1T,1,1,0,1.0
B07FYDD1SD,1,1,0,1.0
B07FYHDH6V,1,1,0,1.0
B07FYZJFB2,1,1,0,1.0
B07G1NSH78,1,1,0,1.0
B07G21DWCK,1,1,0,1.0
B07G21GP9D,1,1,0,1.0
B07G275HN5,1,1,0,1.0
B07G2TXCYM,1,1,0,1.0
B07G2YTBTH,1,1,0,1.0
B07G3DNW5V,1,1,0,1.0
B07G3ZJ49B,1,1,0,1.0
B07G4DPQG8,1,1,0,1.0
B07G5SQBHS,1,1,0,1.0
B07G5Y9GVB,1,1,0,1.0
B07G5ZWKYL,1,1,0,1.0
B07G7B5G5W,1,1,0,1.0
B07G81FZYN,1,1,0,1.0
B07G8HSKL2,1,1,0,1.0
B07G948C1R,1,1,0,1.0
B07G967DFS,1,1,0,1.0
B07G97SWNZ,1,1,0,1.0
B07G98QK5B,1,1,0,1.0
B07G9Q934R,1,1,0,1.0
B07G9QKKFT,1,1,0,1.0
B07G9RZGJQ,1,1,0,1.0
B07G9SCM8N,1,1,0,1.0
B07G9ZXZ29,1,1,0,1.0
B07GBHHTJD,1,1,0,1.0
B07GC2CL38,1,1,0,1.0
B07GCBZB2L,1,1,0,1.0
B07GCCHZRR,1,1,0,1.0
B07GCJZBZB,1,1,0,1.0
B07GD8X164,1,1,0,1.0
B07GDBN9LB,1,1,0,1.0
B07GDF28HF,1,1,0,1.0
B07GDGLPZ8,1,1,0,1.0
B07GDHS3NK,1,1,0,1.0
B07GDJ3TS9,1,1,0,1.0
B07GF5L2L7,1,1,0,1.0
B07GFDTT9G,1,1,0,1.0
B07GGQTB1Q,1,1,0,1.0
B07GGS6MZW,1,1,0,1.0
B07GHPCT6T,1,1,0,1.0
B07GJF2KHR,1,1,0,1.0
B07GJT6L8X,1,1,0,1.0
B07GKMHS6V,1,1,0,1.0
B07GKRKWKY,1,1,0,1.0
B07GKV4CWD,1,1,0,1.0
B07GKVS5KX,1,1,0,1.0
B07GKY6ZLV,1,1,0,1.0
B07GL25X3R,1,1,0,1.0
B07GM1J66C,1,1,0,1.0
B07GM4KXQC,1,1,0,1.0
B07GNBFWZ1,1,1,0,1.0
B07GNHCXQB,1,1,0,1.0
B07GNVCMFC,1,1,0,1.0
B07GP5R4P5,1,1,0,1.0
B07GQ2X2DC,1,1,0,1.0
B07GSBYL9H,1,1,0,1.0
B07GVD9WW1,1,1,0,1.0
B07GVDX8C4,1,1,0,1.0
B07GVR96HW,1,1,0,1.0
B07GW86K4S,1,1,0,1.0
B07GWG35XJ,1,1,0,1.0
B07GX7Q6LH,1,1,0,1.0
B07GXFQW1C,1,1,0,1.0
B07GXGK3ND,1,1,0,1.0
B07GXWR4RD,1,1,0,1.0
B07GYFYMCK,1,1,0,1.0
B07GYLYNXH,1,1,0,1.0
B07GYRV8WX,1,1,0,1.0
B07GYZC3BM,1,1,0,1.0
B07GZ7VVT9,1,1,0,1.0
B07GZCFZMP,1,1,0,1.0
B07GZGK2ZY,1,1,0,1.0
B07GZJ7B7K,1,1,0,1.0
B07GZKZWL2,1,1,0,1.0
B07GZRP99F,1,1,0,1.0
B07GZV6F5H,1,1,0,1.0
B07H1DXFYR,1,1,0,1.0
B07H26BNPS,1,1,0,1.0
B07H29XXTP,1,1,0,1.0
B07H2T4F18,1,1,0,1.0
B07H2TH2LV,1,1,0,1.0
B07H33DSC9,1,1,0,1.0
B07H3N2TST,1,1,0,1.0
B07H4C3TPN,1,1,0,1.0
B07H4C6561,1,1,0,1.0
B07H4CGXW7,1,1,0,1.0
B07H4HZZL2,1,1,0,1.0
B07H53GCV2,1,1,0,1.0
B07H5MB57H,1,1,0,1.0
B07H6BMQ74,1,1,0,1.0
B07H6LVVKV,1,1,0,1.0
B07H6WRZC6,1,1,0,1.0
B07H784781,1,1,0,1.0
B07H7TFJJ4,1,1,0,1.0
B07H7VSNZH,1,1,0,1.0
B07H7XKZ89,1,1,0,1.0
B07H7YJQTN,1,1,0,1.0
B07H8M246C,1,1,0,1.0
B07H8NL1Y5,1,1,0,1.0
B07H8QL4R5,1,1,0,1.0
B07H8VBS64,1,1,0,1.0
B07H95J26S,1,1,0,1.0
B07HBBWJLJ,1,1,0,1.0
B07HC5NTXG,1,1,0,1.0
B07HCBPNKX,1,1,0,1.0
B07HCF6KZ1,1,1,0,1.0
B07HCF9RCG,1,1,0,1.0
B07HD4SZ91,1,1,0,1.0
B07HF8HRQP,1,1,0,1.0
B07HFG8CLZ,1,1,0,1.0
B07HFR7NFF,1,1,0,1.0
B07HFVJY34,1,1,0,1.0
B07HGFNG5N,1,1,0,1.0
B07HH1QMV9,1,1,0,1.0
B07HHDCDMG,1,1,0,1.0
B07HHJ5VC5,1,1,0,1.0
B07HHK1KRD,1,1,0,1.0
B07HHXD3RZ,1,1,0,1.0
B07HJFVXV1,1,1,0,1.0
B07HK3DYJT,1,1,0,1.0
B07HK5RDQ2,1,1,0,1.0
B07HK5ZPWZ,1,1,0,1.0
B07HKVRMSD,1,1,0,1.0
B07HL4SCZZ,1,1,0,1.0
B07HL6GQT6,1,1,0,1.0
B07HM4ZTPC,1,1,0,1.0
B07HMV87RL,1,1,0,1.0
B07HN1HMKW,1,1,0,1.0
B07HN1L8NQ,1,1,0,1.0
B07HNS21D6,1,1,0,1.0
B07HP9FCXT,1,1,0,1.0
B07HQZRL94,1,1,0,1.0
B07HR64DXJ,1,1,0,1.0
B07HR754WV,1,1,0,1.0
B07HRHPXGW,1,1,0,1.0
B07HRMQWNL,1,1,0,1.0
B07HS1TQQQ,1,1,0,1.0
B07HSTD4BQ,1,1,0,1.0
B07HTHF7RG,1,1,0,1.0
B07HVFJ7RK,1,1,0,1.0
B07HVRP37G,1,1,0,1.0
B07HVTXCJC,1,1,0,1.0
B07HWHVH8C,1,1,0,1.0
B07HZ4RWB6,1,1,0,1.0
B07J1NJZJR,1,1,0,1.0
B07J1QT9QZ,1,1,0,1.0
B07J2BMQXR,1,1,0,1.0
B07J2FS81B,1,1,0,1.0
B07J2LDRZ3,1,1,0,1.0
B07J2QZBTP,1,1,0,1.0
B07J2RN4KG,1,1,0,1.0
B07J3GH1W1,1,1,0,1.0
B07J3GQL9X,1,1,0,1.0
B07J3JYFBR,1,1,0,1.0
B07J4D9KW3,1,1,0,1.0
B07J4RP42C,1,1,0,1.0
B07J4SY5FN,1,1,0,1.0
B07J4XL665,1,1,0,1.0
B07J6826J2,1,1,0,1.0
B07J6HHYYF,1,1,0,1.0
B07J9MSFZG,1,1,0,1.0
B07J9N41SZ,1,1,0,1.0
B07JB8D84F,1,1,0,1.0
B07JBK98P8,1,1,0,1.0
B07JBWL9LS,1,1,0,1.0
B07JCYGJC3,1,1,0,1.0
B07JDD11LQ,1,1,0,1.0
B07JDHZWDP,1,1,0,1.0
B07JDJ68CQ,1,1,0,1.0
B07JF1YVLY,1,1,0,1.0
B07JF82HHD,1,1,0,1.0
B07JFHY3L8,1,1,0,1.0
B07JFHZWM1,1,1,0,1.0
B07JFLD9FR,1,1,0,1.0
B07JFZVM6C,1,1,0,1.0
B07JGHGMQT,1,1,0,1.0
B07JGL5HHM,1,1,0,1.0
B07JGPHQHS,1,1,0,1.0
B07JGR4421,1,1,0,1.0
B07JH6KBKV,1,1,0,1.0
B07JH7RV6R,1,1,0,1.0
B07JH9FMPK,1,1,0,1.0
B07JHGWM2B,1,1,0,1.0
B07JHRDV8B,1,1,0,1.0
B07JHV9P52,1,1,0,1.0
B07JJ4S7LM,1,1,0,1.0
B07JJGF3TQ,1,1,0,1.0
B07JJHCQPF,1,1,0,1.0
B07JKD8G5Q,1,1,0,1.0
B07JMD59KP,1,1,0,1.0
B07JMMG4RM,1,1,0,1.0
B07JMZYTS8,1,1,0,1.0
B07JNF9QSP,1,1,0,1.0
B07JNJHZFM,1,1,0,1.0
B07JNKPH91,1,1,0,1.0
B07JNLX2MP,1,1,0,1.0
B07JP7TZYT,1,1,0,1.0
B07JPF4FMJ,1,1,0,1.0
B07JPZGPTV,1,1,0,1.0
B07JQD41DF,1,1,0,1.0
B07JQHQHQ5,1,1,0,1.0
B07JQJS9F3,1,1,0,1.0
B07JQYP8KC,1,1,0,1.0
B07JVBFZRB,1,1,0,1.0
B07JVG9J15,1,1,0,1.0
B07JVPF7YZ,1,1,0,1.0
B07JWGJTHG,1,1,0,1.0
B07JX94DDD,1,1,0,1.0
B07JXSMKVS,1,1,0,1.0
B07JZ31D63,1,1,0,1.0
B07JZHTY85,1,1,0,1.0
B07K153R2B,1,1,0,1.0
B07K16K494,1,1,0,1.0
B07K1QJH5P,1,1,0,1.0
B07K2G2KVF,1,1,0,1.0
B07K2QGKW3,1,1,0,1.0
B07K42PPMM,1,1,0,1.0
B07K43M6KG,1,1,0,1.0
B07K4Q7KLN,1,1,0,1.0
B07K531BS4,1,1,0,1.0
B07K54JG86,1,1,0,1.0
B07K5QM5NX,1,1,0,1.0
B07K6FFMC2,1,1,0,1.0
B07K6R7JH9,1,1,0,1.0
B07K6YKC4J,1,1,0,1.0
B07K6Z6DBP,1,1,0,1.0
B07K7685F9,1,1,0,1.0
B07K7VN21T,1,1,0,1.0
B07K8BY9J2,1,1,0,1.0
B07K8NMGVV,1,1,0,1.0
B07K8VTT6M,1,1,0,1.0
B07K8WFJLH,1,1,0,1.0
B07K8XXCQC,1,1,0,1.0
B07K9PKLPK,1,1,0,1.0
B07KC67VHZ,1,1,0,1.0
B07KC7ZZ3M,1,1,0,1.0
B07KCL1N51,1,1,0,1.0
B07KCSDGX8,1,1,0,1.0
B07KD7T3J1,1,1,0,1.0
B07KDQHKJV,1,1,0,1.0
B07KDWC8BK,1,1,0,1.0
B07KFBYVS6,1,1,0,1.0
B07KFM149N,1,1,0,1.0
B07KFPH3S7,1,1,0,1.0
B07KFRJYPJ,1,1,0,1.0
B07KGLLVGN,1,1,0,1.0
B07KHTPZPQ,1,1,0,1.0
B07KJYCKMS,1,1,0,1.0
B07KKNFMGN,1,1,0,1.0
B07KKNSH92,1,1,0,1.0
B07KMBWZQ6,1,1,0,1.0
B07KN3QJZY,1,1,0,1.0
B07KNMMY6K,1,1,0,1.0
B07KP88BBL,1,1,0,1.0
B07KPBWNX2,1,1,0,1.0
B07KPCQBHX,1,1,0,1.0
B07KQ2B9KB,1,1,0,1.0
B07KQ32Z8C,1,1,0,1.0
B07KQQLG6Z,1,1,0,1.0
B07KQXLHHP,1,1,0,1.0
B07KRBL729,1,1,0,1.0
B07KRKTQTV,1,1,0,1.0
B07KRSKX88,1,1,0,1.0
B07KSVH6FX,1,1,0,1.0
B07KSWZRZJ,1,1,0,1.0
B07KTP2WLV,1,1,0,1.0
B07KTZLRRL,1,1,0,1.0
B07KV6BLYL,1,1,0,1.0
B07KVRCC6W,1,1,0,1.0
B07KW6LN7Y,1,1,0,1.0
B07KWTR2T4,1,1,0,1.0
B07KWV84HK,1,1,0,1.0
B07KX85ZSH,1,1,0,1.0
B07KX8SGFW,1,1,0,1.0
B07KXYSZXV,1,1,0,1.0
B07KYHBSM1,1,1,0,1.0
B07KYMKYX8,1,1,0,1.0
B07KZ9KY3H,1,1,0,1.0
B07KZM44J1,1,1,0,1.0
B07L15HSH3,1,1,0,1.0
B07L1H4T4Z,1,1,0,1.0
B07L1SFMC4,1,1,0,1.0
B07L3T427M,1,1,0,1.0
B07L49PZ4C,1,1,0,1.0
B07L5BKB2P,1,1,0,1.0
B07L5CS5QK,1,1,0,1.0
B07L5FM88B,1,1,0,1.0
B07L5QRZ3R,1,1,0,1.0
B07L5QYCHD,1,1,0,1.0
B07L5XR6YK,1,1,0,1.0
B07L6BGFYT,1,1,0,1.0
B07L73FKSG,1,1,0,1.0
B07L84DGT3,1,1,0,1.0
B07L88RMK9,1,1,0,1.0
B07L8BRQGW,1,1,0,1.0
B07L8NGN5D,1,1,0,1.0
B07L99RG2J,1,1,0,1.0
B07L9T8B6X,1,1,0,1.0
B07LB7WJ5Q,1,1,0,1.0
B07LB85LBK,1,1,0,1.0
B07LBDNDR7,1,1,0,1.0
B07LC3H6NZ,1,1,0,1.0
B07LCL5F2S,1,1,0,1.0
B07LF3QQ14,1,1,0,1.0
B07LFKBS3F,1,1,0,1.0
B07LG2H7LM,1,1,0,1.0
B07LG3QBVZ,1,1,0,1.0
B07LGJ9GGP,1,1,0,1.0
B07M68XCTD,1,1,0,1.0
B07M6CDGP8,1,1,0,1.0
B07M6L9L8M,1,1,0,1.0
B07M72S6V6,1,1,0,1.0
B07M72V9KR,1,1,0,1.0
B07M85H75R,1,1,0,1.0
B07M9184P7,1,1,0,1.0
B07M98MRJ6,1,1,0,1.0
B07M9RH6VN,1,1,0,1.0
B07M9SM34B,1,1,0,1.0
B07M9WJ8HV,1,1,0,1.0
B07MBCMVK7,1,1,0,1.0
B07MC9RLFX,1,1,0,1.0
B07MCGJKWK,1,1,0,1.0
B07MCTKS4N,1,1,0,1.0
B07MD3XY2K,1,1,0,1.0
B07MDH7Z2Q,1,1,0,1.0
B07MDHZTTX,1,1,0,1.0
B07MDXV7B2,1,1,0,1.0
B07MF4GZXQ,1,1,0,1.0
B07MF9P7PY,1,1,0,1.0
B07MFCWZ1M,1,1,0,1.0
B07MFP1TR2,1,1,0,1.0
B07MFWBSSJ,1,1,0,1.0
B07MFWCP7Q,1,1,0,1.0
B07MH3WJB7,1,1,0,1.0
B07MHG5J3D,1,1,0,1.0
B07MJ1B194,1,1,0,1.0
B07MJCZWB8,1,1,0,1.0
B07MJJ2HN7,1,1,0,1.0
B07MJJ4Z4L,1,1,0,1.0
